1428417013 CNTR,10.0.13.14,19,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417013 CNTR,10.0.13.10,18,6,1000000000,1,3,2042543785741,1928427309,5981,22856,0,0,0,23735844860,4808190,68661846,2023495,0,0,0
1428417013 CNTR,10.0.13.10,21,6,1000000000,1,3,18581632880363,267020196,585836986,38888087,0,0,0,13644211005640,3580629552,1550357154,47841534,0,0,0
1428417013 CNTR,10.0.13.9,8,6,1000000000,1,3,85730886329,98946715,6,61,0,0,0,181970610104,142331628,46338820,1433602,0,0,0
1428417013 CNTR,10.0.13.2,5,6,100000000,1,1,25710253,350190,13,38,0,0,0,207664010658,9008278,657319689,40757119,0,0,0
1428417014 CNTR,10.0.13.2,10,6,100000000,1,1,0,0,0,0,0,0,0,192426744527,7232145,613838279,39508405,0,0,0
1428417014 CNTR,10.0.13.4,17,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417014 CNTR,10.0.13.2,17,6,1000000000,1,1,10580152,58721,35,50,0,0,0,311268031,328030,151476,10552,0,0,0
1428417014 CNTR,10.0.13.15,4,6,1000000000,1,3,3536786742491,3709954470,6,4926,0,0,0,4821472144783,4070769477,70709686,2511749,0,0,0
1428417015 CNTR,10.0.13.5,17,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417015 CNTR,10.0.13.5,22,6,1000000000,1,3,51401981624781,563415521,1686794438,55703144,0,0,0,378188966542439,3022628447,230255345,28362625,0,0,0
1428417015 CNTR,10.0.13.15,17,6,1000000000,1,3,2677805173966,1219845696,10822534,54235,0,0,0,4276466229586,1474698979,59429996,2309871,0,0,0
1428417015 CNTR,10.0.13.4,4,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417015 CNTR,10.0.13.2,3,6,1000000000,1,3,91143793356447,2471900714,67,7161476,0,0,0,233725358265571,319071790,920807995,24074120,0,0,0
1428417015 CNTR,10.0.13.9,22,6,1000000000,1,3,183005820069,143040452,47027848,1507715,0,0,0,86371169435,99955304,45544,25363,0,0,0
1428417015 CNTR,10.0.13.4,14,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417015 CNTR,10.0.13.5,15,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417016 CNTR,10.0.13.10,3,6,1000000000,1,3,4330756427230,2963665277,6870024,176345,0,0,0,6817977307763,3483703768,1553547190,46489338,0,0,0
1428417016 CNTR,10.0.13.10,16,6,1000000000,1,3,4545129635788,3850789012,6,30102,0,0,0,1827658805245,3459064220,1176050349,34106727,0,0,0
1428417016 CNTR,10.0.13.5,5,6,1000000000,1,3,0,0,0,0,0,0,0,22583411642,2854614,69030973,2061191,0,0,0
1428417016 CNTR,10.0.13.4,2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417016 CNTR,10.0.13.5,1,6,100000000,1,1,1373699000,5936277,28022,3681,0,0,0,416421691989,15267935,1230121346,38633182,0,0,0
1428417016 CNTR,10.0.13.5,13,6,1000000000,1,3,0,0,0,0,0,0,0,580741021453,19678362,1777730108,64814892,0,0,0
1428417016 CNTR,10.0.13.15,13,6,1000000000,1,3,1795390748976,4009827918,12197151,133905,0,0,0,3412347617778,437182959,58487714,2352800,0,0,0
1428417016 CNTR,10.0.13.5,7,6,1000000000,1,3,703996163,4920804,16169,11102,0,0,0,591604594434,28671453,1772976047,56385578,0,0,0
1428417016 CNTR,10.0.13.5,9,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417016 CNTR,10.0.13.14,23,6,1000000000,1,3,3114390,858,28492,0,0,0,0,3129953109,94022,11707833,321689,0,0,0
1428417016 CNTR,10.0.13.15,15,6,1000000000,1,3,627015643800,1920793426,1936346,1084,0,0,0,2002059075562,2386850646,68774820,2514990,0,0,0
1428417016 CNTR,10.0.13.15,11,6,1000000000,1,1,460,0,6,0,0,0,0,274851797,133770,449415,135210,0,0,0
1428417016 CNTR,10.0.13.15,19,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417016 CNTR,10.0.13.5,11,6,1000000000,1,3,373348010759544,1103190953,135845,2054796,0,0,0,52585895531617,2018788377,1777103702,60429286,0,0,0
1428417016 CNTR,10.0.13.10,14,6,1000000000,1,1,37486,1,0,63,0,0,0,364507475901,1941599,1192280730,35301698,0,0,0
1428417016 CNTR,10.0.13.4,12,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417016 CNTR,10.0.13.9,24,6,1000000000,1,3,2822400,0,22050,0,0,0,0,2821632,0,22044,0,0,0,0
1428417016 CNTR,10.0.13.14,12,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417017 CNTR,10.0.13.5,24,6,1000000000,1,3,6977684239819,1103061572,1701992636,70424600,0,0,0,10671654550218,3201316812,239554121,15070754,0,0,0
1428417017 CNTR,10.0.13.2,15,6,1000000000,1,1,1296410,3802,2397,619,0,0,0,144410042,196933,120193,8438,0,0,0
1428417017 CNTR,10.0.13.14,10,6,1000000000,1,3,0,0,0,0,0,0,0,14328031457,329924,46372624,1433775,0,0,0
1428417017 CNTR,10.0.13.10,8,6,1000000000,1,3,803015936424,218634940,5910,27423,0,0,0,7754834820620,2738971698,69797836,2216174,0,0,0
1428417017 CNTR,10.0.13.4,10,6,1000000000,1,3,0,0,0,0,0,0,0,14617577054,885938,46389242,1434955,0,0,0
1428417017 CNTR,10.0.13.5,19,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417017 CNTR,10.0.13.10,10,6,1000000000,1,3,0,0,0,0,0,0,0,479086865929,7446588,1560411606,46661067,0,0,0
1428417017 CNTR,10.0.13.2,8,6,1000000000,1,1,0,0,0,0,0,0,0,530787232486,34008517,1638006108,69739972,0,0,0
1428417017 CNTR,10.0.13.10,12,6,1000000000,1,1,126403,248,134,1286,0,0,0,197056759641,2485346,634073269,22885266,0,0,0
1428417017 CNTR,10.0.13.4,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417018 CNTR,10.0.13.4,8,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417018 CNTR,10.0.13.2,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417018 CNTR,10.0.13.14,16,6,1000000000,1,3,87059940475,108874994,6,48,0,0,0,181427180214,141459122,46374047,1433828,0,0,0
1428417018 CNTR,10.0.13.15,2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417018 CNTR,10.0.13.9,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417018 CNTR,10.0.13.10,4,6,1000000000,1,3,1766591650017,1551222490,6171,23511,0,0,0,24900288163,5089892,70812949,2764822,0,0,0
1428417018 CNTR,10.0.13.2,20,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417018 CNTR,10.0.13.14,8,6,1000000000,1,3,90367054539,113674858,6,48,0,0,0,190803770401,148914912,46379937,1434151,0,0,0
1428417018 CNTR,10.0.13.15,1,6,1000000000,1,1,0,0,0,0,0,0,0,256,0,4,0,0,0,0
1428417018 CNTR,10.0.13.2,18,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417019 CNTR,10.0.13.9,3,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417019 CNTR,10.0.13.9,19,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417019 CNTR,10.0.13.15,8,6,1000000000,1,3,628130923968,1923872090,4104306,2565,0,0,0,1999986662411,2388411562,66608243,2513800,0,0,0
1428417019 CNTR,10.0.13.4,21,6,1000000000,1,3,3129969540,94022,11707905,321691,0,0,0,3114582,858,28494,0,0,0,0
1428417019 CNTR,10.0.13.2,13,6,100000000,1,1,28570558,366352,76,135,0,0,0,2070920163,1476560,567603,37397,0,0,0
1428417019 CNTR,10.0.13.9,5,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417019 CNTR,10.0.13.15,3,6,1000000000,1,3,1505610267050,2973855777,0,562,0,0,0,396046935000,2756749887,70721336,2517066,0,0,0
1428417019 CNTR,10.0.13.4,20,6,1000000000,1,3,183812863839,144575781,47108935,1511506,0,0,0,86625712698,101004487,46217,25409,0,0,0
1428417019 CNTR,10.0.13.15,6,6,1000000000,1,3,66320177752,133438481,0,1012,0,0,0,85336514217,144882622,70718203,2516236,0,0,0
1428417019 CNTR,10.0.13.15,21,6,1000000000,1,3,16612698968263,1037133836,17115333,961958,0,0,0,25249432226644,1090106041,30046534,578238,0,0,0
1428417019 CNTR,10.0.13.9,11,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417019 CNTR,10.0.13.9,17,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417020 CNTR,10.0.13.9,9,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417020 CNTR,10.0.13.2,6,6,100000000,1,1,258018933767,452529246,4190,11049,0,0,0,836372117334,499675938,1425051035,60297051,0,0,0
1428417020 CNTR,10.0.13.14,1,6,1000000000,1,3,0,0,0,0,0,0,0,14318415692,323714,46350682,1432686,0,0,0
1428417020 CNTR,10.0.13.5,21,6,1000000000,1,3,10718343586792,1114078929,61813703,1700368,0,0,0,23697842048541,2082724068,9365916,931446,0,0,0
1428417020 CNTR,10.0.13.14,6,6,1000000000,1,3,0,0,0,0,0,0,0,14351757748,349120,46393555,1434802,0,0,0
1428417020 CNTR,10.0.13.2,24,6,1000000000,1,3,195459594476922,582560228,19608438,529739,0,0,0,31185890222724,558723281,2126747964,87314933,0,0,0
1428417020 CNTR,10.0.13.9,15,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417020 CNTR,10.0.13.14,20,6,1000000000,1,3,369358374697,309513150,47206720,1541553,0,0,0,178813288919,224292951,45403,88,0,0,0
1428417020 CNTR,10.0.13.10,6,6,1000000000,1,3,3643953174188,2313786930,0,16635,0,0,0,4621626055498,2818611021,1560287187,46639917,0,0,0
1428417020 CNTR,10.0.13.14,14,6,1000000000,1,3,0,0,0,0,0,0,0,14332814535,331521,46378679,1434067,0,0,0
1428417020 CNTR,10.0.13.10,19,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417020 CNTR,10.0.13.2,22,6,1000000000,1,3,747107991142,7726726,2306753807,95997342,0,0,0,1153941396,26260,3933445,74003,0,0,0
1428417020 CNTR,10.0.13.15,10,6,1000000000,1,3,7489448173729,2214344232,6711423,478573,0,0,0,7946291129637,2120864206,63993961,2024490,0,0,0
1428417020 CNTR,10.0.13.2,11,6,100000000,1,1,1184915717102,857780332,0,112062,0,0,0,2278275818637,4203336933,1277104385,49167067,0,0,0
1428417020 CNTR,10.0.13.9,13,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417021 CNTR,10.0.13.14,4,6,1000000000,1,3,0,0,0,0,0,0,0,14348866115,347768,46388533,1434577,0,0,0
1428417021 CNTR,10.0.13.14,22,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417021 CNTR,10.0.13.15,23,6,1000000000,1,3,171218133,1029676,22226,1222,0,0,0,22335644139,12273249,47097408,1534732,0,0,0
1428417021 CNTR,10.0.13.4,18,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417021 CNTR,10.0.13.2,4,6,1000000000,1,1,7154023,82094,62,85,0,0,0,555570295,408434,330642,7464,0,0,0
1428417021 CNTR,10.0.13.9,7,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417021 CNTR,10.0.13.10,2,6,1000000000,1,3,853910574657,689772851,0,14165,0,0,0,598391352661,1377085320,70818298,2772407,0,0,0
1428417022 CNTR,10.0.13.9,21,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417022 CNTR,10.0.13.10,23,6,1000000000,1,1,26441229128726,1728631822,1529853409,47012837,0,0,0,12243226943151,448087008,9680994,687435,0,0,0
1428417022 CNTR,10.0.13.10,17,6,1000000000,1,3,3522895312591,3908764274,24,20496,0,0,0,5178384051555,3933324684,1560386955,46639672,0,0,0
1428417022 CNTR,10.0.13.5,18,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417022 CNTR,10.0.13.14,18,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417022 CNTR,10.0.13.4,3,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417022 CNTR,10.0.13.9,23,6,1000000000,1,3,2822528,0,22051,0,0,0,0,2821632,0,22044,0,0,0,0
1428417023 CNTR,10.0.13.5,16,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417023 CNTR,10.0.13.5,10,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417023 CNTR,10.0.13.4,16,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417023 CNTR,10.0.13.15,20,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417023 CNTR,10.0.13.5,14,6,1000000000,1,3,14724561812970,3900007587,88,1398311,0,0,0,584544832295,31958064,1778241972,63785720,0,0,0
1428417023 CNTR,10.0.13.5,23,6,1000000000,1,1,56546018361,160918027,843251,1125,0,0,0,290453574970,233958733,967855,15019,0,0,0
1428417023 CNTR,10.0.13.15,16,6,1000000000,1,3,2954599617165,2039893636,6,905,0,0,0,202017186063,997196510,70706796,2515011,0,0,0
1428417023 CNTR,10.0.13.5,12,6,1000000000,1,3,0,0,0,0,0,0,0,580979222759,18503070,1774296111,57906307,0,0,0
1428417023 CNTR,10.0.13.15,14,6,1000000000,1,3,35506744858,40256807,0,2605,0,0,0,107337076520,186825832,70700455,2513059,0,0,0
1428417023 CNTR,10.0.13.2,16,6,100000000,1,1,3454275091187,1588136559,0,21638,0,0,0,1861049103301,446657916,1217595386,36619472,0,0,0
1428417023 CNTR,10.0.13.2,9,6,100000000,1,1,0,0,0,0,0,0,0,192426092917,7231680,613836879,39508149,0,0,0
1428417023 CNTR,10.0.13.14,13,6,1000000000,1,3,50798766,175934,0,40,0,0,0,16240264515,7865479,46373331,1433835,0,0,0
1428417023 CNTR,10.0.13.5,4,6,1000000000,1,3,0,0,0,0,0,0,0,22625098367,2915095,69032225,2061233,0,0,0
1428417023 CNTR,10.0.13.15,18,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417023 CNTR,10.0.13.4,7,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417023 CNTR,10.0.13.10,22,6,1000000000,1,3,686507577,2912741,1423387,202356,0,0,0,226132193566,7548674,712709373,42629425,0,0,0
1428417024 CNTR,10.0.13.5,8,6,100000000,1,1,0,0,0,0,0,0,0,314039596988,8728023,911903165,26434911,0,0,0
1428417024 CNTR,10.0.13.15,12,6,100000000,1,3,0,0,0,0,0,0,0,24855947390,6810822,70472219,2515404,0,0,0
1428417024 CNTR,10.0.13.5,6,6,1000000000,1,3,0,0,0,0,0,0,0,22689299200,3005185,69032711,2061261,0,0,0
1428417024 CNTR,10.0.13.10,15,6,1000000000,1,3,0,0,0,0,0,0,0,23457316380,3723303,68675210,2046502,0,0,0
1428417024 CNTR,10.0.13.2,2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417024 CNTR,10.0.13.10,13,6,1000000000,1,3,733174360882,2220766889,1949698,24927,0,0,0,2747333675294,2769952573,1446644115,43036883,0,0,0
1428417024 CNTR,10.0.13.15,5,6,1000000000,1,3,1029665538,3018948,0,925,0,0,0,32245257562,16721662,70719435,2516485,0,0,0
1428417024 CNTR,10.0.13.14,24,6,1000000000,1,3,44211005,49746,28494,3,0,0,0,6417937202,232221,18263366,615451,0,0,0
1428417024 CNTR,10.0.13.4,13,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417024 CNTR,10.0.13.15,24,6,1000000000,1,3,178868246118,224351418,45404,88,0,0,0,369435826661,309581974,47207022,1541566,0,0,0
1428417024 CNTR,10.0.13.14,11,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417024 CNTR,10.0.13.14,17,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417024 CNTR,10.0.13.4,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417024 CNTR,10.0.13.14,9,6,1000000000,1,3,460,0,6,0,0,0,0,14322504597,326411,46359671,1433176,0,0,0
1428417024 CNTR,10.0.13.10,7,6,1000000000,1,3,3345671246380,1791509605,7291793,150702,0,0,0,5480059104455,2101256946,1553102912,46511696,0,0,0
1428417025 CNTR,10.0.13.4,15,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417025 CNTR,10.0.13.10,9,6,1000000000,1,3,4630748324,27598606,674578,1676,0,0,0,28077472963,30270706,68211897,2050059,0,0,0
1428417025 CNTR,10.0.13.5,20,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417025 CNTR,10.0.13.10,24,6,1000000000,1,3,1180180480,6498242,1370062,112953,0,0,0,451156131716,14180308,1467760607,45251249,0,0,0
1428417025 CNTR,10.0.13.4,11,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417025 CNTR,10.0.13.10,11,6,1000000000,1,3,5718454262518,362437651,0,1139,0,0,0,17932711300536,1381714585,797075963,27818582,0,0,0
1428417025 CNTR,10.0.13.4,23,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417025 CNTR,10.0.13.9,4,6,1000000000,1,3,46838,1,60,71,0,0,0,14611789331,908138,46298689,1432106,0,0,0
1428417025 CNTR,10.0.13.9,6,6,1000000000,1,3,0,0,0,0,0,0,0,14653399518,928424,46345374,1433868,0,0,0
1428417026 CNTR,10.0.13.5,3,6,1000000000,1,3,138208249,1290533,8632,58760,0,0,0,381675784171,12699610,1124534233,32651317,0,0,0
1428417026 CNTR,10.0.13.2,14,6,100000000,1,1,0,0,0,0,0,0,0,566456728528,40179191,1740579169,66442015,0,0,0
1428417026 CNTR,10.0.13.2,21,6,1000000000,1,3,301657640686958,147899917,2249061662,87654785,0,6,0,281261990207683,508285492,67756948,8629320,0,0,0
1428417026 CNTR,10.0.13.4,9,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417026 CNTR,10.0.13.2,7,6,1000000000,1,3,12817929670259,318424278,40404413,132728,0,0,0,42944699762625,2912417432,2087737358,85196806,0,0,0
1428417026 CNTR,10.0.13.15,9,6,1000000000,1,3,6451623478884,3580561583,8898571,51980,0,0,0,5717304028813,3128341570,61812816,2460350,0,0,0
1428417026 CNTR,10.0.13.4,5,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417026 CNTR,10.0.13.4,24,6,1000000000,1,3,86439630607,100028454,45444,25362,0,0,0,183123598427,143139786,47030596,1507793,0,0,0
1428417027 CNTR,10.0.13.2,19,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417027 CNTR,10.0.13.10,5,6,1000000000,1,3,0,0,0,0,0,0,0,60160331742,5170228,182327589,6372983,0,0,0
1428417027 CNTR,10.0.13.9,18,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417027 CNTR,10.0.13.10,20,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417027 CNTR,10.0.13.14,7,6,1000000000,1,3,0,0,0,0,0,0,0,14340788656,341029,46381808,1434205,0,0,0
1428417027 CNTR,10.0.13.15,7,6,1000000000,1,3,3549122504273,3730740570,6,5009,0,0,0,4807905745761,4068660771,70732584,2514396,0,0,0
1428417027 CNTR,10.0.13.4,22,6,1000000000,1,3,6417970903,232221,18263479,615453,0,0,0,44210877,49746,28493,3,0,0,0
1428417027 CNTR,10.0.13.9,2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417027 CNTR,10.0.13.14,15,6,100000000,1,3,0,0,0,0,0,0,0,14141831765,284318,46168814,1433877,0,0,0
1428417027 CNTR,10.0.13.14,5,6,1000000000,1,3,0,0,0,0,0,0,0,14331356093,332002,46375448,1433899,0,0,0
1428417027 CNTR,10.0.13.9,20,6,1000000000,1,3,16871463186,3234763,46851748,1515685,0,0,0,53028389,65537,47234,712,0,0,0
1428417027 CNTR,10.0.13.9,14,6,1000000000,1,3,0,0,0,0,0,0,0,14625229988,908465,46344598,1433831,0,0,0
1428417027 CNTR,10.0.13.9,12,6,1000000000,1,3,0,0,0,0,0,0,0,14650464034,926061,46344974,1433849,0,0,0
1428417027 CNTR,10.0.13.14,3,6,1000000000,1,3,0,0,0,0,0,0,0,14355854963,352037,46394687,1434850,0,0,0
1428417027 CNTR,10.0.13.2,12,6,100000000,1,1,602451,8453,0,31,0,0,0,566227824846,40021255,1740428645,66433974,0,0,0
1428417027 CNTR,10.0.13.14,21,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428417028 CNTR,10.0.13.5,2,6,1000000000,1,1,8740266457106,1794632276,7,2155,0,0,0,1081732492322,3332710199,1305484704,40574614,0,0,0
1428417028 CNTR,10.0.13.9,16,6,1000000000,1,3,0,0,0,0,0,0,0,14624776953,907367,46343872,1433805,0,0,0
1428417028 CNTR,10.0.13.15,22,6,1000000000,1,3,23698139702037,2082966327,9365588,931428,0,0,0,10718397749255,1114210856,61814290,1700380,0,0,0
